year,count_date,DOY,Chinook,Chum,Coho,Dolly,Pink,Sockeye,Steelhead
2014,7/22/2014,203,0,15,NA,23,128,1871,0
2014,7/23/2014,204,0,17,NA,15,43,2103,0
2014,7/24/2014,205,0,12,NA,8,22,911,0
2014,7/25/2014,206,0,7,NA,1,19,616,0
2014,7/26/2014,207,0,15,NA,14,52,1333,0
2014,7/27/2014,208,0,14,NA,22,175,2847,0
2014,7/28/2014,209,0,11,NA,19,143,1382,0
2014,7/29/2014,210,0,7,NA,10,27,631,0
2014,7/30/2014,211,0,0,NA,1,60,848,0
2014,7/31/2014,212,0,0,NA,26,76,1651,0
2014,8/1/2014,213,0,7,NA,12,946,3333,0
2014,8/2/2014,214,0,5,NA,39,5944,2513,0
2014,8/3/2014,215,0,0,NA,36,2117,733,0
2014,8/4/2014,216,0,6,2,35,8721,2463,0
2014,8/5/2014,217,0,1,3,58,7714,1783,1
2014,8/6/2014,218,0,0,6,22,6096,2143,0
2014,8/7/2014,219,0,4,22,51,14948,3052,0
2014,8/8/2014,220,0,1,12,12,4123,869,0
2014,8/9/2014,221,0,0,14,16,1889,294,0
2014,8/10/2014,222,0,1,51,7,1928,802,0
2014,8/11/2014,223,0,1,31,4,1268,771,0
2014,8/12/2014,224,0,1,56,15,3990,1280,0
2014,8/13/2014,225,0,0,61,9,3201,1544,0
2014,8/14/2014,226,0,0,58,9,3558,353,0
2014,8/15/2014,227,0,2,91,14,3878,639,0
2014,8/16/2014,228,0,1,87,6,4125,487,0
2014,8/17/2014,229,0,0,234,5,6733,368,0
2014,8/18/2014,230,0,2,135,NA,2768,348,0
2014,8/19/2014,231,NA,NA,NA,NA,NA,0,NA
2015,5/27/2015,147,NA,NA,NA,NA,NA,0,NA
2015,5/28/2015,148,NA,NA,NA,NA,NA,0,4
2015,5/29/2015,149,NA,NA,NA,NA,NA,1,1
2015,5/30/2015,150,NA,NA,NA,NA,NA,2,1
2015,5/31/2015,151,NA,NA,NA,0,NA,0,3
2015,6/1/2015,152,NA,NA,NA,7,NA,123,2
2015,6/2/2015,153,NA,NA,NA,0,NA,0,3
2015,6/3/2015,154,NA,NA,NA,0,NA,0,8
2015,6/4/2015,155,NA,NA,NA,0,NA,0,3
2015,6/5/2015,156,NA,NA,NA,0,NA,0,5
2015,6/6/2015,157,NA,NA,NA,0,NA,0,5
2015,6/7/2015,158,NA,NA,NA,1,NA,17,3
2015,6/8/2015,159,7,6,NA,6,NA,5742,13
2015,6/9/2015,160,3,2,NA,26,NA,1942,43
2015,6/10/2015,161,0,2,NA,44,NA,6647,4
2015,6/11/2015,162,0,2,NA,12,NA,4100,4
2015,6/12/2015,163,2,4,NA,20,NA,6900,10
2015,6/13/2015,164,2,3,NA,23,NA,5561,15
2015,6/14/2015,165,0,1,NA,15,NA,4011,9
2015,6/15/2015,166,1,0,NA,17,NA,3493,4
2015,6/16/2015,167,2,0,NA,14,NA,2417,4
2015,6/17/2015,168,4,1,NA,12,NA,2923,3
2015,6/18/2015,169,9,0,NA,26,NA,7855,4
2015,6/19/2015,170,6,4,NA,15,0,4329,10
2015,6/20/2015,171,2,1,NA,12,7,2788,4
2015,6/21/2015,172,2,2,NA,7,5,2790,8
2015,6/22/2015,173,0,4,NA,5,20,3149,5
2015,6/23/2015,174,3,7,NA,13,9,1245,1
2015,6/24/2015,175,1,1,NA,21,10,2200,1
2015,6/25/2015,176,2,2,NA,47,18,2371,0
2015,6/26/2015,177,4,12,NA,74,88,7306,1
2015,6/27/2015,178,3,7,NA,57,49,5259,2
2015,6/28/2015,179,0,9,NA,35,49,2933,0
2015,6/29/2015,180,1,3,NA,39,29,1303,3
2015,6/30/2015,181,1,3,NA,64,86,1886,0
2015,7/1/2015,182,2,17,NA,59,51,2003,4
2015,7/2/2015,183,1,4,NA,254,188,2902,1
2015,7/3/2015,184,5,4,NA,244,579,3658,2
2015,7/4/2015,185,2,23,NA,183,1047,3130,1
2015,7/5/2015,186,0,20,NA,210,1238,5108,0
2015,7/6/2015,187,4,487,NA,348,4484,7543,0
2015,7/7/2015,188,1,49,NA,115,5267,5056,0
2015,7/8/2015,189,1,20,NA,108,4902,4890,0
2015,7/9/2015,190,1,18,NA,147,6113,2440,0
2015,7/10/2015,191,0,40,NA,463,12859,1958,0
2015,7/11/2015,192,0,30,NA,345,12597,3440,0
2015,7/12/2015,193,0,33,NA,243,8909,3669,0
2015,7/13/2015,194,1,294,NA,237,11188,5461,0
2015,7/14/2015,195,1,213,NA,149,12135,7410,0
2015,7/15/2015,196,2,59,NA,99,13399,5680,0
2015,7/16/2015,197,1,58,NA,15,5158,2797,0
2015,7/17/2015,198,0,55,NA,12,2459,2308,0
2015,7/18/2015,199,1,93,NA,18,5582,7433,0
2015,7/19/2015,200,0,93,NA,40,16328,7480,1
2015,7/20/2015,201,1,143,NA,26,17945,9416,0
2015,7/21/2015,202,0,50,NA,14,12333,10686,0
2015,7/22/2015,203,1,82,NA,15,12493,3073,0
2015,7/23/2015,204,0,28,NA,11,8162,3073,0
2015,7/24/2015,205,0,29,NA,6,4119,4628,0
2015,7/25/2015,206,0,41,NA,7,5094,3436,0
2015,7/26/2015,207,0,51,NA,9,3940,2545,0
2015,7/27/2015,208,0,42,NA,5,4109,3010,0
2015,7/28/2015,209,0,5,NA,1,2028,1869,0
2015,7/29/2015,210,0,21,1,28,4359,1624,0
2015,7/30/2015,211,0,4,0,12,2341,904,NA
2015,7/31/2015,212,0,4,0,10,923,571,0
2015,8/1/2015,213,0,4,0,13,1548,571,0
2015,8/2/2015,214,0,0,0,18,2773,1374,0
2015,8/3/2015,215,0,2,0,21,1360,1311,0
2015,8/4/2015,216,0,4,0,33,3545,1009,0
2015,8/5/2015,217,0,3,0,3,1872,517,0
2015,8/6/2015,218,0,1,0,19,1768,1843,0
2015,8/7/2015,219,1,3,1,19,2488,2774,0
2016,5/24/2016,145,NA,NA,NA,NA,NA,NA,1
2016,5/25/2016,146,NA,NA,NA,NA,NA,0,3
2016,5/26/2016,147,NA,NA,NA,NA,NA,0,5
2016,5/27/2016,148,NA,NA,NA,NA,NA,0,5
2016,5/28/2016,149,NA,NA,NA,NA,NA,0,3
2016,5/29/2016,150,NA,NA,NA,NA,NA,0,5
2016,5/30/2016,151,NA,NA,NA,NA,NA,0,0
2016,5/31/2016,152,NA,NA,NA,NA,NA,0,0
2016,6/1/2016,153,NA,NA,NA,NA,NA,0,16
2016,6/2/2016,154,1,NA,NA,NA,NA,48,0
2016,6/3/2016,155,0,NA,NA,NA,NA,0,7
2016,6/4/2016,156,0,NA,NA,NA,NA,0,1
2016,6/5/2016,157,0,NA,NA,0,NA,0,10
2016,6/6/2016,158,0,NA,NA,0,NA,0,9
2016,6/7/2016,159,0,NA,NA,0,NA,534,5
2016,6/8/2016,160,1,NA,NA,0,NA,132,5
2016,6/9/2016,161,0,NA,NA,0,NA,0,3
2016,6/10/2016,162,0,NA,NA,0,NA,0,1
2016,6/11/2016,163,4,4,NA,11,NA,9325,2
2016,6/12/2016,164,5,5,NA,4,NA,2509,0
2016,6/13/2016,165,3,3,NA,2,NA,1257,1
2016,6/14/2016,166,4,3,NA,4,NA,3006,1
2016,6/15/2016,167,2,3,NA,39,NA,2333,8
2016,6/16/2016,168,5,3,NA,4,NA,3894,3
2016,6/17/2016,169,0,0,NA,1,NA,67,9
2016,6/18/2016,170,10,17,NA,126,NA,2146,4
2016,6/19/2016,171,2,11,NA,101,NA,1349,26
2016,6/20/2016,172,3,34,NA,98,NA,2509,6
2016,6/21/2016,173,7,37,NA,248,NA,6754,3
2016,6/22/2016,174,4,25,NA,107,NA,2432,4
2016,6/23/2016,175,3,5,NA,28,NA,2012,1
2016,6/24/2016,176,2,31,NA,54,NA,3269,3
2016,6/25/2016,177,0,2,NA,40,NA,1225,0
2016,6/26/2016,178,0,7,NA,22,NA,1220,0
2016,6/27/2016,179,0,2,NA,6,NA,240,3
2016,6/28/2016,180,2,24,NA,31,NA,2111,2
2016,6/29/2016,181,1,27,NA,41,NA,1375,0
2016,6/30/2016,182,11,48,NA,50,NA,5030,NA
2016,7/1/2016,183,2,71,NA,31,NA,3783,1
2016,7/2/2016,184,3,237,NA,69,NA,6976,3
2016,7/3/2016,185,5,59,NA,108,NA,6196,3
2016,7/4/2016,186,1,47,NA,93,2,2826,1
2016,7/5/2016,187,1,16,NA,14,0,552,0
2016,7/6/2016,188,0,23,NA,8,1,332,0
2016,7/7/2016,189,1,36,NA,5,0,634,1
2016,7/8/2016,190,0,149,NA,41,2,3226,0
2016,7/9/2016,191,2,129,NA,26,3,3841,0
2016,7/10/2016,192,2,144,NA,38,5,4395,3
2016,7/11/2016,193,2,196,NA,39,5,10551,0
2016,7/12/2016,194,2,126,NA,15,8,6141,0
2016,7/13/2016,195,0,84,NA,5,1,2738,0
2016,7/14/2016,196,0,222,NA,6,0,464,0
2016,7/15/2016,197,0,6,NA,0,0,166,0
2016,7/16/2016,198,0,49,NA,1,0,474,0
2016,7/17/2016,199,0,5,NA,1,0,11,0
2016,7/18/2016,200,0,314,NA,8,10,2196,1
2016,7/19/2016,201,0,27,NA,6,0,406,0
2016,7/20/2016,202,3,156,NA,7,58,6527,0
2016,7/21/2016,203,0,99,NA,10,28,2607,0
2016,7/22/2016,204,0,39,NA,2,1,360,0
2016,7/23/2016,205,0,16,NA,4,1,368,0
2016,7/24/2016,206,0,10,NA,0,0,3,0
2016,7/25/2016,207,0,17,NA,2,4,654,0
2016,7/26/2016,208,0,116,NA,0,242,4633,0
2016,7/27/2016,209,0,40,NA,11,121,2074,0
2016,7/28/2016,210,0,47,NA,6,105,1660,0
2016,7/29/2016,211,0,11,NA,3,707,1982,0
2016,7/30/2016,212,0,54,2,20,6296,5755,0
2016,7/31/2016,213,0,12,3,2,3706,1815,0
2016,8/1/2016,214,0,86,3,4,6278,1582,3
2016,8/2/2016,215,0,8,0,1,8765,1195,0
2016,8/3/2016,216,0,6,0,0,5839,658,0
2016,8/4/2016,217,NA,10,9,NA,11458,532,0
2016,8/5/2016,218,0,5,9,NA,18672,1679,0
2016,8/6/2016,219,NA,NA,NA,NA,12000,1500,NA
2016,8/7/2016,220,NA,NA,NA,NA,6000,1200,NA
2016,8/8/2016,221,0,0,0,NA,0,0,0
2016,8/9/2016,222,NA,NA,NA,NA,NA,3000,NA
2017,5/31/2017,151,NA,NA,NA,NA,NA,0,2
2017,6/1/2017,152,NA,NA,NA,NA,NA,2,1
2017,6/2/2017,153,NA,NA,NA,NA,NA,0,2
2017,6/3/2017,154,NA,NA,NA,NA,NA,0,8
2017,6/4/2017,155,NA,NA,NA,NA,NA,0,2
2017,6/5/2017,156,NA,NA,NA,NA,NA,0,21
2017,6/6/2017,157,NA,NA,NA,NA,NA,0,2
2017,6/7/2017,158,NA,NA,NA,NA,NA,2,12
2017,6/8/2017,159,NA,NA,NA,NA,NA,0,3
2017,6/9/2017,160,NA,NA,NA,NA,NA,0,3
2017,6/10/2017,161,NA,NA,NA,NA,NA,0,0
2017,6/11/2017,162,NA,NA,NA,0,NA,0,2
2017,6/12/2017,163,NA,NA,NA,0,NA,0,0
2017,6/13/2017,164,NA,NA,NA,0,NA,0,5
2017,6/14/2017,165,NA,NA,NA,0,NA,0,3
2017,6/15/2017,166,2,3,NA,0,2,12461,16
2017,6/16/2017,167,0,0,NA,2,0,1016,5
2017,6/17/2017,168,0,0,NA,3,0,1147,1
2017,6/18/2017,169,1,0,NA,4,0,1561,3
2017,6/19/2017,170,2,0,NA,16,0,3959,6
2017,6/20/2017,171,0,1,NA,6,0,515,1
2017,6/21/2017,172,0,0,NA,1,0,179,14
2017,6/22/2017,173,6,5,NA,32,2,6846,0
2017,6/23/2017,174,2,0,NA,10,0,242,0
2017,6/24/2017,175,5,4,NA,32,7,2738,1
2017,6/25/2017,176,6,2,NA,49,16,3449,2
2017,6/26/2017,177,1,1,NA,4,2,1164,4
2017,6/27/2017,178,1,6,NA,52,5,2661,2
2017,6/28/2017,179,0,0,NA,4,0,122,0
2017,6/29/2017,180,8,33,NA,112,45,3852,0
2017,6/30/2017,181,7,22,NA,75,38,2354,1
2017,7/1/2017,182,2,43,NA,189,141,4248,7
2017,7/2/2017,183,2,24,NA,93,76,2947,0
2017,7/3/2017,184,4,2,NA,32,22,1181,2
2017,7/4/2017,185,3,47,NA,80,183,2664,1
2017,7/5/2017,186,4,49,NA,140,593,4567,0
2017,7/6/2017,187,2,39,NA,52,516,1966,3
2017,7/7/2017,188,0,60,NA,157,564,3357,0
2017,7/8/2017,189,1,367,NA,134,1564,2479,0
2017,7/9/2017,190,1,109,NA,32,556,872,0
2017,7/10/2017,191,1,499,NA,163,1650,2483,0
2017,7/11/2017,192,4,284,NA,152,1544,2835,1
2017,7/12/2017,193,0,537,NA,125,3716,5040,2
2017,7/13/2017,194,0,79,NA,16,1702,2116,3
2017,7/14/2017,195,2,1044,NA,152,10152,3590,1
2017,7/15/2017,196,0,313,NA,28,3781,435,0
2017,7/16/2017,197,0,453,NA,25,6212,507,0
2017,7/17/2017,198,2,243,NA,31,5798,780,0
2017,7/18/2017,199,0,1059,NA,25,5152,1840,0
2017,7/19/2017,200,1,390,NA,30,6414,1336,0
2017,7/20/2017,201,0,211,NA,12,10189,734,0
2017,7/21/2017,202,0,389,NA,35,20364,2669,1
2017,7/22/2017,203,0,86,NA,41,7160,1580,0
2017,7/23/2017,204,0,397,NA,47,11981,2232,0
2017,7/24/2017,205,0,174,NA,24,5029,405,0
2017,7/25/2017,206,0,105,NA,17,6663,680,0
2017,7/26/2017,207,0,140,NA,9,7248,830,0
2017,7/27/2017,208,0,87,NA,5,11600,922,1
2017,7/28/2017,209,0,276,NA,10,17144,1118,0
2017,7/29/2017,210,2,160,1,3,6907,477,0
2017,7/30/2017,211,0,252,0,5,26039,948,0
2017,7/31/2017,212,1,152,0,15,19851,455,0
2017,8/1/2017,213,0,54,0,14,13451,503,0
2017,8/2/2017,214,0,59,0,23,16463,1475,0
2017,8/3/2017,215,0,59,0,18,12074,903,0
2017,8/4/2017,216,0,22,0,7,7569,660,0
2017,8/5/2017,217,0,82,2,22,14169,978,0
2017,8/6/2017,218,0,4,0,1,2818,69,0
2017,8/7/2017,219,0,6,0,12,5205,296,NA
2017,8/8/2017,220,0,4,0,3,4858,250,NA
2017,8/9/2017,221,0,18,3,4,8394,591,0
2017,8/10/2017,222,NA,NA,NA,NA,NA,4000,NA
2018,5/24/2018,144,NA,NA,NA,NA,NA,0,NA
2018,5/25/2018,145,NA,NA,NA,NA,NA,0,NA
2018,5/26/2018,146,NA,NA,NA,NA,NA,0,1
2018,5/27/2018,147,NA,NA,NA,NA,NA,0,0
2018,5/28/2018,148,NA,NA,NA,NA,NA,0,0
2018,5/29/2018,149,NA,NA,NA,NA,NA,0,0
2018,5/30/2018,150,NA,NA,NA,NA,NA,0,1
2018,5/31/2018,151,NA,NA,NA,NA,NA,0,2
2018,6/1/2018,152,NA,NA,NA,NA,NA,0,1
2018,6/2/2018,153,NA,NA,NA,NA,NA,0,0
2018,6/3/2018,154,NA,NA,NA,NA,NA,0,7
2018,6/4/2018,155,NA,NA,NA,NA,NA,0,15
2018,6/5/2018,156,NA,NA,NA,NA,NA,0,9
2018,6/6/2018,157,NA,NA,NA,NA,NA,1,9
2018,6/7/2018,158,NA,NA,NA,NA,NA,0,8
2018,6/8/2018,159,NA,NA,NA,NA,NA,0,9
2018,6/9/2018,160,NA,NA,NA,NA,NA,0,8
2018,6/10/2018,161,NA,NA,NA,NA,NA,0,35
2018,6/11/2018,162,NA,NA,NA,NA,NA,0,5
2018,6/12/2018,163,NA,NA,NA,NA,NA,0,6
2018,6/13/2018,164,13,1,NA,NA,NA,4659,6
2018,6/14/2018,165,3,0,NA,NA,NA,4887,8
2018,6/15/2018,166,0,0,NA,NA,NA,96,19
2018,6/16/2018,167,1,0,NA,NA,NA,683,2
2018,6/17/2018,168,1,0,NA,0,NA,1546,4
2018,6/18/2018,169,1,0,NA,0,NA,1388,1
2018,6/19/2018,170,2,0,NA,0,NA,1100,3
2018,6/20/2018,171,2,0,NA,0,NA,5117,3
2018,6/21/2018,172,8,57,NA,0,NA,6668,5
2018,6/22/2018,173,3,10,NA,47,NA,3064,6
2018,6/23/2018,174,2,6,NA,47,NA,3747,2
2018,6/24/2018,175,5,11,NA,159,NA,8978,1
2018,6/25/2018,176,3,10,NA,77,NA,10427,4
2018,6/26/2018,177,2,20,NA,47,NA,4518,2
2018,6/27/2018,178,0,8,NA,21,NA,1601,5
2018,6/28/2018,179,0,3,NA,22,NA,578,1
2018,6/29/2018,180,0,16,NA,95,NA,3576,1
2018,6/30/2018,181,3,19,NA,60,1,1751,7
2018,7/1/2018,182,3,27,NA,247,2,7739,4
2018,7/2/2018,183,2,31,NA,428,3,12411,3
2018,7/3/2018,184,2,32,NA,174,8,5413,2
2018,7/4/2018,185,2,56,NA,93,46,5160,1
2018,7/5/2018,186,2,41,NA,139,23,5158,2
2018,7/6/2018,187,0,4,NA,57,7,1747,3
2018,7/7/2018,188,0,21,NA,203,26,5150,0
2018,7/8/2018,189,0,34,NA,23,3,440,0
2018,7/9/2018,190,1,178,NA,136,17,1353,0
2018,7/10/2018,191,1,264,NA,177,96,2505,0
2018,7/11/2018,192,0,81,NA,48,6,1562,0
2018,7/12/2018,193,1,269,NA,317,51,8330,2
2018,7/13/2018,194,0,59,NA,166,28,2554,1
2018,7/14/2018,195,0,188,NA,409,84,13055,0
2018,7/15/2018,196,0,205,NA,201,181,5512,0
2018,7/16/2018,197,1,53,NA,200,12,3726,0
2018,7/17/2018,198,0,85,NA,48,25,2969,0
2018,7/18/2018,199,0,88,NA,250,74,8004,0
2018,7/19/2018,200,0,31,NA,46,22,4139,1
2018,7/20/2018,201,1,87,NA,102,66,7741,1
2018,7/21/2018,202,0,14,NA,26,21,2181,0
2018,7/22/2018,203,0,32,NA,20,2,1067,0
2018,7/23/2018,204,0,34,NA,27,2,1640,0
2018,7/24/2018,205,0,34,NA,6,1,1060,0
2018,7/25/2018,206,0,96,NA,56,127,4002,0
2018,7/26/2018,207,0,24,NA,29,51,2311,1
2018,7/27/2018,208,0,7,NA,23,59,1275,0
2018,7/28/2018,209,0,40,NA,57,455,4139,1
2018,7/29/2018,210,0,34,NA,185,1798,5721,0
2018,7/30/2018,211,0,25,NA,49,3613,4248,0
2018,7/31/2018,212,0,31,1,49,8375,3587,0
2018,8/1/2018,213,0,8,0,56,6535,2559,0
2018,8/2/2018,214,0,32,1,56,14035,5366,0
2018,8/3/2018,215,0,16,9,111,18056,5998,0
2018,8/4/2018,216,0,6,5,74,20556,3880,1
2018,8/5/2018,217,0,5,8,57,46164,6196,0
2018,8/6/2018,218,1,2,9,13,26760,1869,0
2018,8/7/2018,219,0,5,25,10,38118,2374,0
2018,8/8/2018,220,NA,NA,NA,NA,NA,0,NA
2019,5/28/2019,148,NA,NA,NA,NA,NA,0,1
2019,5/29/2019,149,NA,NA,NA,NA,NA,0,24
2019,5/30/2019,150,NA,NA,NA,NA,NA,0,8
2019,5/31/2019,151,NA,NA,NA,NA,NA,0,9
2019,6/1/2019,152,NA,NA,NA,NA,NA,0,21
2019,6/2/2019,153,NA,NA,NA,NA,NA,0,42
2019,6/3/2019,154,NA,NA,NA,NA,NA,NA,4
2019,6/4/2019,155,NA,NA,NA,NA,NA,1,26
2019,6/5/2019,156,NA,NA,NA,NA,NA,0,54
2019,6/6/2019,157,NA,NA,NA,NA,NA,10,39
2019,6/7/2019,158,NA,NA,NA,NA,NA,0,109
2019,6/8/2019,159,NA,NA,NA,NA,NA,0,34
2019,6/9/2019,160,NA,NA,NA,35,NA,2046,50
2019,6/10/2019,161,2,NA,NA,48,NA,9219,16
2019,6/11/2019,162,0,NA,NA,28,NA,2387,21
2019,6/12/2019,163,0,NA,NA,31,NA,1243,25
2019,6/13/2019,164,0,NA,NA,86,NA,5074,8
2019,6/14/2019,165,1,NA,NA,0,NA,0,9
2019,6/15/2019,166,2,NA,NA,201,NA,8292,16
2019,6/16/2019,167,0,NA,NA,45,3,1833,5
2019,6/17/2019,168,1,NA,NA,104,20,4450,7
2019,6/18/2019,169,2,1,NA,139,112,11649,12
2019,6/19/2019,170,1,1,NA,149,8,6369,11
2019,6/20/2019,171,0,2,NA,54,8,1013,0
2019,6/21/2019,172,0,0,NA,5,0,199,0
2019,6/22/2019,173,0,0,NA,82,3,3543,0
2019,6/23/2019,174,0,0,NA,106,4,1532,0
2019,6/24/2019,175,0,0,NA,41,2,331,0
2019,6/25/2019,176,0,0,NA,32,0,30,0
2019,6/26/2019,177,0,0,NA,87,6,1053,NA
2019,6/27/2019,178,0,0,NA,143,10,1495,1
2019,6/28/2019,179,1,0,NA,75,127,2432,0
2019,6/29/2019,180,1,1,NA,312,100,2537,0
2019,6/30/2019,181,0,2,NA,188,1038,3906,8
2019,7/1/2019,182,0,3,NA,556,2922,10082,12
2019,7/2/2019,183,0,0,NA,300,1574,4402,14
2019,7/3/2019,184,NA,NA,NA,275,638,3773,2
2019,7/4/2019,185,NA,NA,NA,31,103,240,0
2019,7/5/2019,186,0,0,NA,50,82,335,0
2019,7/6/2019,187,0,1,NA,109,838,801,0
2019,7/7/2019,188,0,1,NA,33,865,2049,1
2019,7/8/2019,189,0,1,NA,170,889,480,0
2019,7/9/2019,190,0,1,NA,302,10146,2838,5
2019,7/10/2019,191,1,7,NA,389,15825,5087,5
2019,7/11/2019,192,0,3,NA,249,11693,6964,3
2019,7/12/2019,193,0,5,NA,529,15085,4868,11
2019,7/13/2019,194,2,15,NA,222,10197,5192,3
2019,7/14/2019,195,0,9,NA,56,12425,2371,0
2019,7/15/2019,196,0,26,NA,143,13925,6809,2
2019,7/16/2019,197,0,23,NA,66,14607,2774,0
2019,7/17/2019,198,2,2,NA,48,9057,3906,0
2019,7/18/2019,199,1,3,NA,67,10058,1714,0
2019,7/19/2019,200,0,6,NA,53,9658,2954,0
2019,7/20/2019,201,0,7,NA,52,12416,5693,0
2019,7/21/2019,202,0,4,NA,9,8566,1225,1
2019,7/22/2019,203,0,8,NA,97,6050,3776,0
2019,7/23/2019,204,0,5,NA,79,12021,1251,0
2019,7/24/2019,205,0,6,NA,50,6802,1763,0
2019,7/25/2019,206,0,8,NA,12,6143,396,0
2019,7/26/2019,207,0,6,NA,27,12562,1309,0
2019,7/27/2019,208,0,11,NA,35,22626,1520,1
2019,7/28/2019,209,0,4,NA,9,12211,1535,0
2019,7/29/2019,210,0,1,NA,9,5248,510,0
2019,7/30/2019,211,0,1,NA,18,12453,2471,1
2019,7/31/2019,212,0,2,1,19,8566,752,0
2019,8/1/2019,213,0,2,0,5,5002,700,0
2019,8/2/2019,214,0,2,2,2,5898,349,0
2019,8/3/2019,215,0,0,1,1,2028,509,0
2019,8/4/2019,216,0,1,0,3,1794,655,0
